timestamp,price,action,portfolio_value,total_return,cash,position
2025-07-31 08:20:48.796724,51040,0.5,100000.0,0.0,50000.0,0.9796238244514106
2025-07-31 08:20:58.805934,51040,0.5,100000.0,0.0,25000.0,1.469435736677116
2025-07-31 08:21:08.810227,51040,0.5,100000.0,0.0,12500.0,1.7143416927899686
2025-07-31 08:21:18.817351,51040,0.5,100000.0,0.0,6250.0,1.836794670846395
2025-07-31 08:21:28.820352,51040,0.5,100000.0,0.0,3125.0,1.8980211598746082
2025-07-31 08:21:38.824765,51040,0.5,100000.0,0.0,1562.5,1.9286344043887147
