timestamp,price,action,portfolio_value,total_return,cash,position
2025-08-01 12:38:56.628060,51040,0.0,100000.0,0.0,100000.0,0.0
2025-08-01 12:39:56.632125,51040,0.0,100000.0,0.0,100000.0,0.0
