timestamp,price,portfolio_value,cash,position,action
2025-07-23 00:00:00,119792.7,100000.0,100000.0,0.0,0.0
2025-07-23 00:15:00,119681.4,100000.0,100000.0,0.0,0.0
2025-07-23 00:30:00,119857.5,100000.0,100000.0,0.0,0.0
2025-07-23 00:45:00,119587.5,100000.0,100000.0,0.0,0.0
2025-07-23 01:00:00,119424.7,100000.0,100000.0,0.0,0.0
2025-07-23 01:15:00,119516.2,100000.0,100000.0,0.0,0.0
2025-07-23 01:30:00,119592.0,100000.0,100000.0,0.0,0.0
2025-07-23 01:45:00,119521.8,100000.0,100000.0,0.0,0.0
2025-07-23 02:00:00,119151.8,100000.0,100000.0,0.0,0.0
2025-07-23 02:15:00,119339.8,100000.0,100000.0,0.0,0.0
2025-07-23 02:30:00,119019.0,100000.0,100000.0,0.0,0.0
2025-07-23 02:45:00,119096.7,100000.0,100000.0,0.0,0.0
2025-07-23 03:00:00,118982.0,100000.0,100000.0,0.0,0.0
2025-07-23 03:15:00,118948.4,100000.0,100000.0,0.0,0.0
2025-07-23 03:30:00,118769.3,100000.0,100000.0,0.0,0.0
2025-07-23 03:45:00,118620.8,100000.0,100000.0,0.0,0.0
2025-07-23 04:00:00,118700.0,100000.0,100000.0,0.0,0.0
2025-07-23 04:15:00,118820.1,100000.0,100000.0,0.0,0.0
2025-07-23 04:30:00,118783.4,100000.0,100000.0,0.0,0.0
2025-07-23 04:45:00,118976.8,100000.0,100000.0,0.0,0.0
2025-07-23 05:00:00,118875.6,100000.0,100000.0,0.0,0.0
2025-07-23 05:15:00,118743.0,100000.0,100000.0,0.0,-0.5
2025-07-23 05:30:00,118643.5,100000.0,100000.0,0.0,-0.5
2025-07-23 05:45:00,118618.7,100000.0,100000.0,0.0,-0.5
2025-07-23 06:00:00,118523.9,100000.0,100000.0,0.0,-0.5
2025-07-23 06:15:00,118576.6,100000.0,100000.0,0.0,-0.5
2025-07-23 06:30:00,118407.8,100000.0,100000.0,0.0,-0.5
2025-07-23 06:45:00,118400.1,100000.0,100000.0,0.0,-0.5
2025-07-23 07:00:00,118464.4,100000.0,100000.0,0.0,-0.5
2025-07-23 07:15:00,118514.5,100000.0,100000.0,0.0,0.0
2025-07-23 07:30:00,118428.0,100000.0,100000.0,0.0,-0.5
2025-07-23 07:45:00,118327.0,100000.0,100000.0,0.0,-0.5
2025-07-23 08:00:00,118525.1,100000.0,100000.0,0.0,0.0
2025-07-23 08:15:00,118336.4,100000.0,100000.0,0.0,-0.5
2025-07-23 08:30:00,118270.1,100000.0,100000.0,0.0,-0.5
2025-07-23 08:45:00,118388.0,100000.0,100000.0,0.0,0.0
2025-07-23 09:00:00,118238.5,100000.0,100000.0,0.0,-0.5
2025-07-23 09:15:00,117948.2,100000.0,100000.0,0.0,-0.5
2025-07-23 09:30:00,118044.7,100000.0,100000.0,0.0,-0.5
2025-07-23 09:45:00,118002.1,100000.0,100000.0,0.0,-0.5
2025-07-23 10:00:00,117805.7,100000.0,100000.0,0.0,-0.5
2025-07-23 10:15:00,118229.0,100000.0,100000.0,0.0,0.0
2025-07-23 10:30:00,118240.9,100000.0,100000.0,0.0,0.0
2025-07-23 10:45:00,118331.1,100000.0,100000.0,0.0,0.0
2025-07-23 11:00:00,118119.6,100000.0,100000.0,0.0,-0.5
2025-07-23 11:15:00,118554.6,100000.0,50000.0,0.421746604518087,0.5
2025-07-23 11:30:00,118524.8,99987.43195118535,25000.0,0.632672925423079,0.5
2025-07-23 11:45:00,118484.7,99962.0617668759,12500.0,0.7381717788615398,0.5
