timestamp,price,portfolio_value,cash,position,action
2025-07-23 23:15:00,118591.5,100000.0,[98136.56550043],[0.00079139],[-0.62895609]
2025-07-23 23:30:00,118522.6,100000.0,[98136.56550043],[0.00079139],[0.64156354]
2025-07-23 23:45:00,118713.4,100000.0,[98136.56550043],[0.00079139],[0.04837826]
2025-07-24 00:00:00,118702.6,100000.0,[98136.56550043],[0.00079139],[-0.69811299]
2025-07-24 00:15:00,118991.6,100000.0,[98136.56550043],[0.00079139],[-0.7778466]
2025-07-24 00:30:00,119014.2,100000.0,[98136.56550043],[0.00079139],[-0.21645707]
2025-07-24 00:45:00,119024.0,100000.0,[98136.56550043],[0.00079139],[-0.48432063]
2025-07-24 01:00:00,118827.6,100000.0,[98136.56550043],[0.00079139],[0.16683531]
2025-07-24 01:15:00,118931.6,100000.0,[98136.56550043],[0.00079139],[0.81240469]
2025-07-24 01:30:00,118960.2,100000.0,[98136.56550043],[0.00079139],[-0.76327347]
2025-07-24 01:45:00,119060.3,100000.0,[98136.56550043],[0.00079139],[0.43581]
2025-07-24 02:00:00,118909.3,100000.0,[98136.56550043],[0.00079139],[0.15918372]
2025-07-24 02:15:00,118824.7,100000.0,[98136.56550043],[0.00079139],[-0.60587104]
2025-07-24 02:30:00,119001.6,100000.0,[98136.56550043],[0.00079139],[0.69944148]
2025-07-24 02:45:00,118930.1,100000.0,[98136.56550043],[0.00079139],[-0.89291594]
2025-07-24 03:00:00,118975.9,100000.0,[98136.56550043],[0.00079139],[0.60935928]
2025-07-24 03:15:00,119237.3,100000.0,[98136.56550043],[0.00079139],[0.97327901]
2025-07-24 03:30:00,118879.9,100000.0,[98136.56550043],[0.00079139],[0.36082334]
2025-07-24 03:45:00,118447.8,100000.0,[98136.56550043],[0.00079139],[0.05596431]
2025-07-24 04:00:00,118537.6,100000.0,[98136.56550043],[0.00079139],[0.07282393]
2025-07-24 04:15:00,118250.9,100000.0,[98136.56550043],[0.00079139],[-0.94250009]
2025-07-24 04:30:00,117845.4,100000.0,[98136.56550043],[0.00079139],[0.34689724]
2025-07-24 04:45:00,117905.7,100000.0,[98136.56550043],[0.00079139],[0.21032169]
2025-07-24 05:00:00,117572.1,100000.0,[98136.56550043],[0.00079139],[0.16324794]
2025-07-24 05:15:00,117552.9,100000.0,[98136.56550043],[0.00079139],[0.55670902]
2025-07-24 05:30:00,117850.0,100000.0,[98136.56550043],[0.00079139],[0.00974726]
2025-07-24 05:45:00,117556.7,100000.0,[98136.56550043],[0.00079139],[-0.60121244]
2025-07-24 06:00:00,117699.9,100000.0,[98136.56550043],[0.00079139],[0.58983879]
2025-07-24 06:15:00,117761.1,100000.0,[98136.56550043],[0.00079139],[0.37102533]
2025-07-24 06:30:00,117400.0,100000.0,[98136.56550043],[0.00079139],[-0.37643741]
2025-07-24 06:45:00,117418.3,100000.0,[98136.56550043],[0.00079139],[-0.68993583]
2025-07-24 07:00:00,117969.0,100000.0,[98136.56550043],[0.00079139],[0.03033308]
2025-07-24 07:15:00,118081.3,100000.0,[98136.56550043],[0.00079139],[0.49311976]
2025-07-24 07:30:00,118228.1,100000.0,[98136.56550043],[0.00079139],[-0.91385131]
2025-07-24 07:45:00,118368.0,100000.0,[98136.56550043],[0.00079139],[0.97156675]
2025-07-24 08:00:00,118704.7,100000.0,[98136.56550043],[0.00079139],[0.63914537]
2025-07-24 08:15:00,118586.0,100000.0,[98136.56550043],[0.00079139],[-0.09769284]
2025-07-24 08:30:00,118599.9,100000.0,[98136.56550043],[0.00079139],[-0.07629117]
2025-07-24 08:45:00,118733.7,100000.0,[98136.56550043],[0.00079139],[-0.75571169]
2025-07-24 09:00:00,118625.9,100000.0,[98136.56550043],[0.00079139],[-0.43145407]
2025-07-24 09:15:00,118578.0,100000.0,[98136.56550043],[0.00079139],[-0.05247352]
2025-07-24 09:30:00,118535.5,100000.0,[98136.56550043],[0.00079139],[-0.34650123]
2025-07-24 09:45:00,118460.2,100000.0,[98136.56550043],[0.00079139],[0.5975018]
2025-07-24 10:00:00,118312.4,100000.0,[98136.56550043],[0.00079139],[-0.84276736]
2025-07-24 10:15:00,118088.9,100000.0,[98136.56550043],[0.00079139],[-0.99780292]
2025-07-24 10:30:00,118093.2,100000.0,[98136.56550043],[0.00079139],[-0.85554939]
2025-07-24 10:45:00,118350.0,100000.0,[98136.56550043],[0.00079139],[0.52053122]
2025-07-24 11:00:00,118641.2,100000.0,[98136.56550043],[0.00079139],[-0.19848655]
2025-07-24 11:15:00,118579.5,100000.0,[98136.56550043],[0.00079139],[0.74604088]
2025-07-24 11:30:00,118600.1,100000.0,[98136.56550043],[0.00079139],[-0.16886697]
2025-07-24 11:45:00,118558.0,100000.0,[98136.56550043],[0.00079139],[0.82244962]
2025-07-24 12:00:00,118546.2,100000.0,[98136.56550043],[0.00079139],[-0.67081316]
2025-07-24 12:15:00,118532.4,100000.0,[98136.56550043],[0.00079139],[-0.36543379]
2025-07-24 12:30:00,118300.7,100000.0,[98136.56550043],[0.00079139],[-0.5347689]
2025-07-24 12:45:00,118479.4,100000.0,[98136.56550043],[0.00079139],[0.04736689]
2025-07-24 13:00:00,118577.4,100000.0,[98136.56550043],[0.00079139],[-0.15576172]
2025-07-24 13:15:00,118631.8,100000.0,[98136.56550043],[0.00079139],[-0.25884609]
2025-07-24 13:30:00,118554.3,100000.0,[98136.56550043],[0.00079139],[0.81409685]
2025-07-24 13:45:00,118171.3,100000.0,[98136.56550043],[0.00079139],[0.47557121]
2025-07-24 14:00:00,117934.1,100000.0,[98136.56550043],[0.00079139],[-0.80346307]
2025-07-24 14:15:00,118095.9,100000.0,[98136.56550043],[0.00079139],[0.07580987]
2025-07-24 14:30:00,118570.3,100000.0,[98136.56550043],[0.00079139],[0.12307023]
2025-07-24 14:45:00,119022.4,100000.0,[98136.56550043],[0.00079139],[-0.96586998]
2025-07-24 15:15:00,118971.2,100000.0,[98136.56550043],[0.00079139],[-0.49965826]
2025-07-24 15:30:00,118817.9,100000.0,[98136.56550043],[0.00079139],[0.18177269]
2025-07-24 15:45:00,119074.1,100000.0,[98136.56550043],[0.00079139],[-0.28768556]
2025-07-24 16:00:00,118854.8,100000.0,[98136.56550043],[0.00079139],[0.2995577]
2025-07-24 16:15:00,118640.8,100000.0,[98136.56550043],[0.00079139],[0.84577072]
2025-07-24 16:30:00,118350.0,100000.0,[98136.56550043],[0.00079139],[0.75071599]
2025-07-24 16:45:00,118497.9,100000.0,[98136.56550043],[0.00079139],[-0.8899457]
2025-07-24 17:00:00,118843.8,100000.0,[98136.56550043],[0.00079139],[0.75508842]
2025-07-24 17:15:00,118969.5,100000.0,[98136.56550043],[0.00079139],[0.49211866]
2025-07-24 17:30:00,119161.1,100000.0,[98136.56550043],[0.00079139],[0.18800971]
2025-07-24 17:45:00,119093.2,100000.0,[98136.56550043],[0.00079139],[-0.62984381]
2025-07-24 18:00:00,119270.5,100000.0,[98136.56550043],[0.00079139],[0.34062296]
2025-07-24 18:15:00,119266.0,100000.0,[98136.56550043],[0.00079139],[-0.55496592]
2025-07-24 18:30:00,118980.0,100000.0,[98136.56550043],[0.00079139],[0.74890651]
2025-07-24 18:45:00,119004.0,100000.0,[98136.56550043],[0.00079139],[-0.85670094]
2025-07-24 19:00:00,119294.0,100000.0,[98136.56550043],[0.00079139],[-0.12427591]
2025-07-24 19:15:00,119120.4,100000.0,[98136.56550043],[0.00079139],[-0.6463678]
2025-07-24 19:30:00,118946.1,100000.0,[98136.56550043],[0.00079139],[0.12578998]
2025-07-24 19:45:00,118902.0,100000.0,[98136.56550043],[0.00079139],[-0.33285797]
2025-07-24 20:00:00,118823.9,100000.0,[98136.56550043],[0.00079139],[-0.24003946]
2025-07-24 20:15:00,118859.9,100000.0,[98136.56550043],[0.00079139],[0.65220592]
2025-07-24 20:30:00,118747.3,100000.0,[98136.56550043],[0.00079139],[0.66184253]
2025-07-24 20:45:00,118677.9,100000.0,[98136.56550043],[0.00079139],[-0.91675766]
2025-07-24 21:00:00,118547.3,100000.0,[98136.56550043],[0.00079139],[-0.42609735]
2025-07-24 21:15:00,118500.1,100000.0,[98136.56550043],[0.00079139],[0.92890305]
2025-07-24 21:30:00,118567.6,100000.0,[98136.56550043],[0.00079139],[-0.41919993]
2025-07-24 21:45:00,118485.5,100000.0,[98136.56550043],[0.00079139],[-0.31293259]
2025-07-24 22:00:00,118391.7,100000.0,[98136.56550043],[0.00079139],[-0.63018944]
2025-07-24 22:15:00,118420.4,100000.0,[98136.56550043],[0.00079139],[-0.20670675]
2025-07-24 22:30:00,118368.8,100000.0,[98136.56550043],[0.00079139],[-0.14667564]
2025-07-24 22:45:00,118226.0,100000.0,[98136.56550043],[0.00079139],[0.15872423]
2025-07-24 23:00:00,118291.8,100000.0,[98136.56550043],[0.00079139],[0.72901491]
2025-07-24 23:15:00,118180.4,100000.0,[98136.56550043],[0.00079139],[0.87800625]
2025-07-24 23:30:00,118260.1,100000.0,[98136.56550043],[0.00079139],[0.96132605]
2025-07-24 23:45:00,118294.4,100000.0,[98136.56550043],[0.00079139],[-0.17351088]
2025-07-25 00:00:00,118110.1,100000.0,[98136.56550043],[0.00079139],[-0.79484311]
2025-07-25 00:15:00,117902.4,100000.0,[98136.56550043],[0.00079139],[0.10972761]
2025-07-25 00:30:00,117739.8,100000.0,[98136.56550043],[0.00079139],[0.70936868]
2025-07-25 00:45:00,117620.1,100000.0,[98136.56550043],[0.00079139],[-0.06733607]
2025-07-25 01:00:00,117518.1,100000.0,[98136.56550043],[0.00079139],[0.42499085]
2025-07-25 01:15:00,117405.5,100000.0,[98136.56550043],[0.00079139],[-0.19293863]
2025-07-25 01:30:00,117422.1,100000.0,[98136.56550043],[0.00079139],[0.93099347]
2025-07-25 01:45:00,117335.8,100000.0,[98136.56550043],[0.00079139],[-0.75776657]
2025-07-25 02:00:00,117175.4,100000.0,[98136.56550043],[0.00079139],[0.92881876]
2025-07-25 02:15:00,117091.7,100000.0,[98136.56550043],[0.00079139],[-0.70772255]
2025-07-25 02:45:00,116300.1,100000.0,[98136.56550043],[0.00079139],[0.79106448]
2025-07-25 03:15:00,115987.0,100000.0,[98136.56550043],[0.00079139],[0.81372884]
2025-07-25 04:30:00,115659.3,100000.0,[98136.56550043],[0.00079139],[0.15872144]
2025-07-25 04:45:00,116043.5,100000.0,[98136.56550043],[0.00079139],[-0.57103022]
2025-07-25 05:15:00,115556.8,100000.0,[98136.56550043],[0.00079139],[-0.60205168]
2025-07-25 05:30:00,115585.5,100000.0,[98136.56550043],[0.00079139],[-0.93838773]
2025-07-25 05:45:00,115481.3,100000.0,[98136.56550043],[0.00079139],[-0.65875581]
2025-07-25 07:15:00,115519.2,100000.0,[98136.56550043],[0.00079139],[0.46541585]
2025-07-25 08:00:00,115641.1,100000.0,[98136.56550043],[0.00079139],[0.93966915]
2025-07-25 08:15:00,115702.2,100000.0,[98136.56550043],[0.00079139],[-0.5898205]
2025-07-25 09:15:00,115787.9,100000.0,[98136.56550043],[0.00079139],[0.97170793]
2025-07-25 09:30:00,115555.5,100000.0,[98136.56550043],[0.00079139],[0.86641285]
2025-07-25 09:45:00,116025.3,100000.0,[98136.56550043],[0.00079139],[0.59521003]
2025-07-25 10:00:00,116199.9,100000.0,[98136.56550043],[0.00079139],[-0.04540385]
2025-07-25 10:15:00,116088.1,100000.0,[98136.56550043],[0.00079139],[-0.48041013]
2025-07-25 10:30:00,116379.7,100000.0,[98136.56550043],[0.00079139],[-0.09524285]
2025-07-25 10:45:00,116271.1,100000.0,[98136.56550043],[0.00079139],[0.24437468]
2025-07-25 11:00:00,116446.4,100000.0,[98136.56550043],[0.00079139],[0.30851368]
2025-07-25 11:15:00,116666.0,100000.0,[98136.56550043],[0.00079139],[0.21121854]
2025-07-25 11:30:00,116500.4,100000.0,[98136.56550043],[0.00079139],[0.79955327]
2025-07-25 11:45:00,116504.6,100000.0,[98136.56550043],[0.00079139],[0.56289581]
2025-07-25 12:00:00,116486.3,100000.0,[98136.56550043],[0.00079139],[0.81021744]
2025-07-25 12:15:00,116227.4,100000.0,[98136.56550043],[0.00079139],[-0.5232576]
2025-07-25 12:30:00,116386.7,100000.0,[98136.56550043],[0.00079139],[-0.47975857]
2025-07-25 12:45:00,116079.7,100000.0,[98136.56550043],[0.00079139],[-0.39105666]
2025-07-25 13:00:00,116050.1,100000.0,[98136.56550043],[0.00079139],[0.4658765]
2025-07-25 13:15:00,116060.0,100000.0,[98136.56550043],[0.00079139],[0.20160435]
2025-07-25 13:45:00,116195.6,100000.0,[98136.56550043],[0.00079139],[-0.56765788]
2025-07-25 14:00:00,115569.6,100000.0,[98136.56550043],[0.00079139],[0.33552916]
2025-07-25 14:15:00,115565.1,100000.0,[98136.56550043],[0.00079139],[0.0195792]
2025-07-25 15:15:00,115495.1,100000.0,[98136.56550043],[0.00079139],[-0.059283]
2025-07-25 15:45:00,115687.4,100000.0,[98136.56550043],[0.00079139],[-0.32066806]
2025-07-25 16:00:00,115826.9,100000.0,[98136.56550043],[0.00079139],[-0.88063793]
2025-07-25 16:15:00,115754.0,100000.0,[98136.56550043],[0.00079139],[-0.17304209]
2025-07-25 16:30:00,115877.2,100000.0,[98136.56550043],[0.00079139],[-0.60056064]
2025-07-25 16:45:00,116147.6,100000.0,[98136.56550043],[0.00079139],[-0.49314599]
2025-07-25 17:00:00,116243.8,100000.0,[98136.56550043],[0.00079139],[0.07239429]
2025-07-25 17:15:00,116077.0,100000.0,[98136.56550043],[0.00079139],[0.22959601]
2025-07-25 17:30:00,116188.8,100000.0,[98136.56550043],[0.00079139],[0.31980126]
2025-07-25 17:45:00,116002.1,100000.0,[98136.56550043],[0.00079139],[-0.01897611]
2025-07-25 18:00:00,116365.5,100000.0,[98136.56550043],[0.00079139],[-0.48744941]
2025-07-25 18:15:00,116368.1,100000.0,[98136.56550043],[0.00079139],[-0.45446518]
2025-07-25 18:30:00,116460.5,100000.0,[98136.56550043],[0.00079139],[0.74779289]
2025-07-25 18:45:00,116455.9,100000.0,[98136.56550043],[0.00079139],[0.40128455]
2025-07-25 19:00:00,116628.1,100000.0,[98136.56550043],[0.00079139],[0.03634994]
2025-07-25 19:15:00,116582.8,100000.0,[98136.56550043],[0.00079139],[0.14126021]
2025-07-25 19:30:00,116953.2,100000.0,[98136.56550043],[0.00079139],[-0.05694162]
2025-07-25 19:45:00,116664.2,100000.0,[98136.56550043],[0.00079139],[-0.13640866]
2025-07-25 20:00:00,116570.6,100000.0,[98136.56550043],[0.00079139],[0.68484488]
2025-07-25 20:15:00,116697.6,100000.0,[98136.56550043],[0.00079139],[0.58696193]
2025-07-25 20:30:00,117218.6,100000.0,[98136.56550043],[0.00079139],[0.94422598]
2025-07-25 20:45:00,117011.1,100000.0,[98136.56550043],[0.00079139],[0.38743344]
2025-07-25 21:00:00,117268.6,100000.0,[98136.56550043],[0.00079139],[-0.79297825]
2025-07-25 21:15:00,117231.1,100000.0,[98136.56550043],[0.00079139],[-0.74993086]
2025-07-25 21:30:00,117022.2,100000.0,[98136.56550043],[0.00079139],[-0.87498836]
2025-07-25 21:45:00,117183.4,100000.0,[98136.56550043],[0.00079139],[0.22235704]
2025-07-25 22:00:00,117153.2,100000.0,[98136.56550043],[0.00079139],[0.99195351]
2025-07-25 22:15:00,117220.1,100000.0,[98136.56550043],[0.00079139],[0.94589067]
2025-07-25 22:30:00,117309.7,100000.0,[98136.56550043],[0.00079139],[0.06479051]
2025-07-25 22:45:00,117250.0,100000.0,[98136.56550043],[0.00079139],[0.02558893]
2025-07-25 23:00:00,117187.4,100000.0,[98136.56550043],[0.00079139],[0.62373968]
2025-07-25 23:15:00,117276.5,100000.0,[98136.56550043],[0.00079139],[-0.75410015]
2025-07-25 23:30:00,117500.0,100000.0,[98136.56550043],[0.00079139],[0.64265539]
2025-07-25 23:45:00,117583.9,100000.0,[98136.56550043],[0.00079139],[-0.91106505]
2025-07-26 00:00:00,117385.2,100000.0,[98136.56550043],[0.00079139],[0.89317125]
2025-07-26 00:15:00,117525.0,100000.0,[98136.56550043],[0.00079139],[-0.55740597]
2025-07-26 00:30:00,117440.0,100000.0,[98136.56550043],[0.00079139],[0.4296017]
2025-07-26 00:45:00,117473.2,100000.0,[98136.56550043],[0.00079139],[0.44068227]
2025-07-26 01:00:00,117527.7,100000.0,[98136.56550043],[0.00079139],[0.6504746]
2025-07-26 01:15:00,117372.8,100000.0,[98136.56550043],[0.00079139],[-0.54772825]
2025-07-26 01:30:00,117225.2,100000.0,[98136.56550043],[0.00079139],[-0.9841205]
2025-07-26 01:45:00,117143.9,100000.0,[98136.56550043],[0.00079139],[-0.35824097]
2025-07-26 02:00:00,117289.4,100000.0,[98136.56550043],[0.00079139],[0.52887441]
2025-07-26 02:15:00,117568.2,100000.0,[98136.56550043],[0.00079139],[-0.85386387]
2025-07-26 02:30:00,117443.3,100000.0,[98136.56550043],[0.00079139],[0.7059226]
2025-07-26 02:45:00,117443.8,100000.0,[98136.56550043],[0.00079139],[-0.96442218]
2025-07-26 03:00:00,117549.9,100000.0,[98136.56550043],[0.00079139],[-0.22741322]
2025-07-26 03:15:00,117422.0,100000.0,[98136.56550043],[0.00079139],[0.6352259]
2025-07-26 03:30:00,117472.3,100000.0,[98136.56550043],[0.00079139],[-0.67882384]
2025-07-26 03:45:00,117455.7,100000.0,[98136.56550043],[0.00079139],[-0.24199859]
2025-07-26 04:00:00,117515.2,100000.0,[98136.56550043],[0.00079139],[-0.68379874]
2025-07-26 04:15:00,117450.0,100000.0,[98136.56550043],[0.00079139],[0.70927254]
2025-07-26 04:30:00,117450.2,100000.0,[98136.56550043],[0.00079139],[-0.44120919]
2025-07-26 04:45:00,117469.0,100000.0,[98136.56550043],[0.00079139],[-0.85771298]
2025-07-26 05:00:00,117395.0,100000.0,[98136.56550043],[0.00079139],[0.89017262]
2025-07-26 05:15:00,117515.9,100000.0,[98136.56550043],[0.00079139],[0.12862214]
2025-07-26 05:30:00,117451.1,100000.0,[98136.56550043],[0.00079139],[-0.81766083]
2025-07-26 05:45:00,117415.1,100000.0,[98136.56550043],[0.00079139],[-0.76694502]
2025-07-26 06:00:00,117325.6,100000.0,[98136.56550043],[0.00079139],[-0.68026637]
2025-07-26 06:15:00,117321.3,100000.0,[98136.56550043],[0.00079139],[-0.68710295]
2025-07-26 06:30:00,117377.9,100000.0,[98136.56550043],[0.00079139],[0.45146703]
2025-07-26 06:45:00,117309.0,100000.0,[98136.56550043],[0.00079139],[-0.1778321]
2025-07-26 07:00:00,117310.9,100000.0,[98136.56550043],[0.00079139],[-0.64386915]
2025-07-26 07:15:00,117324.6,100000.0,[98136.56550043],[0.00079139],[0.69744978]
2025-07-26 07:30:00,117333.3,100000.0,[98136.56550043],[0.00079139],[0.83967567]
2025-07-26 07:45:00,117288.1,100000.0,[98136.56550043],[0.00079139],[-0.27543589]
2025-07-26 08:00:00,117315.1,100000.0,[98136.56550043],[0.00079139],[-0.36041592]
2025-07-26 08:15:00,117471.1,100000.0,[98136.56550043],[0.00079139],[-0.60341568]
2025-07-26 08:30:00,117460.3,100000.0,[98136.56550043],[0.00079139],[-0.98231727]
2025-07-26 08:45:00,117530.0,100000.0,[98136.56550043],[0.00079139],[-0.40484028]
